learning Rate,Asymptote,ModelOutput,Endpoint,Rotation,Clamp_Trials
0.912908381263296,21.2294061367359,21.2294061366895,16.2650393332366,-30,-30
0.210729324688083,6.45166666630713,5.97396411500458,10.6844658216411,-15,-15
1,9.14013399822205,9.14013399822205,3.05135488551863,0,0
0.0316381339408224,44.2561890254681,13.1828102782431,14.5285089639907,-15,-15
0.476503650082796,25.6725499019707,25.6517759442386,-12.3737006564237,15,15
1,12.8747694577431,12.8747694577431,0.594303749571387,0,0
1,10.1539782512873,10.1539782512873,7.62730764278941,0,0
1,14.9995454789562,14.9995454789562,-7.00790122442526,15,15
0.0513591973360346,40.8946643093709,17.9972494574572,-23.8798148713128,15,15
0.277745974557833,46.6352228992775,45.3341436863247,20.368842766897,-30,-30
0.407859563545291,40.5126790833276,40.3855447418235,9.27244892662558,-30,-30
0.0896982809166341,19.9100826871346,12.8287979860953,-4.27636608565003,0,360
0.0457495389965573,58.3402634871367,23.4861092288548,17.4050506134135,-30,-30
0.385414690584577,19.5508412804511,19.4584631061377,0.44743724677963,0,0
0.508845853253106,22.3325012670974,22.3235407446269,-17.8945394986189,30,30
0.659657884907767,23.7971563480539,23.7969874604817,4.58339409524925,0,360
0.737296895756077,20.0191771744296,20.0191689413281,0.143372677812742,0,360
1,17.7487210144898,17.7487210144898,-16.4458625684135,30,30
1,19.7378625457787,19.7378625457787,-0.977216524789903,-15,-15
1,21.5274898661188,21.5274898661188,2.37668375674111,-15,-15
0.0395502605025274,37.9849752683702,13.6162438191038,-10.0277087139024,30,30
0.0800306085853514,25.2557640997306,15.166309955506,-14.0281537701095,30,30
0.0101883293232927,26.4941997071643,2.82251990484955,-11.0100848846379,15,15
0.824077521790863,16.2608171446636,16.260817063441,8.7822237170801,-15,-15
1,11.195242303672,11.195242303672,4.36946334936978,0,360
0,0,0,-1.43949406736336,-15,-15
1,18.1119137984996,18.1119137984996,15.7942599619236,-30,-30
0.628037400701873,29.3646406036301,29.3640868498511,-7.17686840891148,30,30
0.0101659871399166,64.6539777709504,6.87347014282529,0.0886182449301985,0,0
0.081023141264316,8.70775623498343,5.27014633540031,-1.46056340060554,0,360
0.664199095624175,6.11306327934174,6.11302585455216,-9.31445414688686,15,15
1,5.32681349133986,5.32681349133986,-7.95029308682222,30,30
1,5.26606152936536,5.26606152936536,-11.676744349491,-30,-30
0.546470407823617,2.67272612022504,2.67227983102041,-10.7411001160156,15,15
0,0.551062005414301,0,-13.7469281381514,0,360
0.00528993893748697,85.8185487177167,4.86371535042487,3.01689343154926,0,0
